Image|Rating|Code|Name|Classification|Vintage|Region|Price|Country|Description|Stock|Type|Id|Size
|AM92 |M0001011|Ponsot Clos de la Roche Vieilles Vignes|Grand Cru (Burgundy)|2001|Clos de la Roche|HK$ 3,200.0|France|Classic ruby. Highly complex and nuanced black cherry fruit aromas and fresh, damp earth notes lead to medium weight, sappy, refined flavors that display outstanding precision and superb length. This is ripe, pure and finishes with a very appealing stony quality to complement the outstanding persistence. There is solid structure and the finish is quite firm and this will require at least a decade to be at its best.|12|Red wine|6093|750ml
|AM94 |M0001012|Ponsot Clos de la Roche Vieilles Vignes|Grand Cru (Burgundy)|2002|Clos de la Roche|HK$ 3,200.0|France|Ponsot Clos de la Roche Vieilles Vignes 2002|12|Red wine|6094|750ml
Watermark2014 8d Yquem 2007 JPEG.jpg|RP98 |M0001013|d Yquem|1er Cru Superieur|2007|Sauternes|HK$ 4,200.0|France|Tasted single blind against its peers. Under blind conditions, the Yquem 2007 shines like a diamond. Nevertheless, it is initially rather taciturn on the nose, eventually opening up beautifully with touches of lemon curd, Mirabelle, and clear honey. The palate is medium-bodied with very fine definition and there seems to be a great deal of energy and vigor dispensed for your pleasure. There is such race and nervosity, and then that finish just purrs with harmony and focus. This Yquem feels just so alive and vivacious, yet there is an effortless quality here that is unmatched by its peers.|12|White wine|6095|750ml
Watermark2014Cheval Blanc 1993 JPEG.jpg|RP92 |M0001014|Cheval Blanc|1er GCC A|1982|St. Emilion|HK$ 9,000.0|France|This was consistently a perfect wine early in its life but seems to be going through a stage where the tannins are more present, and the extraordinarily exotic opulence the wine had young, while still present, is not as dominant a characteristic. Nevertheless, there is plenty to admire in this full-bodied, very lush Cheval Blanc that has reached full maturity. Sweet notes of red and black fruits intermixed with licorice, spice box, and incense jump from the glass. On the palate, the wine is full-bodied, layered, very rich, and seems to develop interesting nuances the more it sits in the glass, and then suddenly take a dive. A very fascinating Cheval Blanc, and certainly the greatest Cheval Blanc after the 1964 and before the 1990.|12|Red wine|6096|750ml
Watermark2014 8Le Pin 2005 JPG.jpg|RP94 |M0001015|Le Pin|AOC|1995|Pomerol|HK$ 18,000.0|France|Some of the hard tannins this wine possessed early in life have sloughed off to reveal a wine that has a stunning nose of roasted herbs, caramel, smoke, barbecue notes along with fruitcake, blackberry, and black cherry jam, and a bit of white chocolate also entering the smorgasbord of scents. Full-bodied, with low acidity but still moderately high tannin, still a tightly knit, very concentrated wine that is surprisingly structured and backward for Le Pin. It is also a bit more massive than most vintages.|1|Red wine|6097|750ml
Watermark2014 8Le Pin 2005 JPG.jpg||M0001016|Le Pin|AOC|2000|Pomerol|HK$ 36,000.0|France||0|Red wine|6098|750ml
Watermark2014 8Le Pin 2005 JPG.jpg||M0001017|Le Pin|AOC|1990|Pomerol|HK$ 38,000.0|France||2|Red wine|6099|750ml
||M0001018|DRC Montrachet|Grand Cru (Burgundy)|2004|Montrachet|HK$ 36,000.0|France||1|White wine|6100|750ml
|RP95 |M0000992|Pape Clement|Cru Classe de Graves|2001|Pessac Leognan|HK$ 1,350.0|France|A brilliant dense purple color is accompanied by an extraordinary perfume of camphor, graphite, plums, cassis, and barbecue spices. A prodigious, multilayered, medium-bodied effort with exceptional concentration, a fabulous texture, and a 50-second finish, this brilliant achievement is one of the vintage’s monumental wines. Anticipated maturity: 2008-2020+. P.S. Yields were a mere 28 hectoliters per hectare, which no doubt explains the wine’s stunning concentration.|2|Red wine|6101|750ml
|WS 94 |M0001022|Krug Collection 1989|AOC|1989|Champagne|HK$ 5,800.0|France|Deep intense golden yellow colour that announces maturity, opulence, harmony and elegance Exotic, complex nose consisting of honey with spices and white fruits, truffle, earth, slightly browned apples, a hint of high-toned flowers, yeast, and a gentle nuttiness in the background Deep palate with bright, high youthful tones of pear, green apple, citrus fruits marmalade, fresh figs and even a touch of earth with a finish which goes on and on with undertones of mineral and spices.|3|Champagne|6103|750ml
||M0001030|Cal One California Cabernet Sauvignon||2011|California|HK$ 160.0|American||36|Red wine|6104|750ml
||M0001031|Macallan 12Yr Sherry Oak Malt||NV|Scotland|HK$ 550.0|Scotland||4|Whiskey|6105|700ml
||M0001032|Macallan 18Yr Sherry Oak Malt||NV|Scotland|HK$ 1,380.0|Scotland||2|Whiskey|6106|700ml
||M0001033|Macallan 15Yr Fine Oak Malt||NV|Scotland|HK$ 880.0|Scotland||3|Whiskey|6107|700ml
||M0001034|Hibiki Suntory 12Y||NV|Japan|HK$ 880.0|Japan||5|Whiskey|6108|700ml
||M0001036|Taketsuru 12 Years||NV|Japan|HK$ 530.0|Japan||8|Whiskey|6110|700ml
||M0001037|Taketsuru 17 Years||NV|Japan|HK$ 990.0|Japan||6|Whiskey|6111|700ml
||M0001038|Taketsuru 21 Years||NV|Japan|HK$ 1,500.0|Japan||6|Whiskey|6112|700ml
||M0001039|Miyagikyo 10 Years||NV|Japan|HK$ 730.0|Japan||5|Whiskey|6113|700ml
||M0001040|Miyagikyo 12 Years||NV|Japan|HK$ 1,030.0|Japan||6|Whiskey|6114|700ml
||M0001041|Miyagikyo 15 Years||NV|Japan|HK$ 1,420.0|Japan||6|Whiskey|6115|700ml
Watermark2014 8Clerc Milon 2001 JPEG.jpg||M0001042|Clerc Milon 2008|GCC 5eme Cru|2008|Pauillac|HK$ 630.0|France||12|Red wine|6116|750ml
||M0000941|Bad Girl|Cremant|2009|Bordeaux|HK$ 180.0|France||60|Sparkling|6117|750ml
||M0000942|Clos du Beau Pere||2006|Pomerol|HK$ 420.0|France||59|Red wine|6118|750ml
||M0000943|Domaine Des Sabines||2006|Lalande de Pomerol|HK$ 280.0|France||21|Red wine|6119|750ml
||M0000944|Domaine Des Sabines||2008|Lalande de Pomerol|HK$ 260.0|France||25|Red wine|6120|750ml
||M0001047|Fujitakasago Ocha Iri Umeshu||NV|Shizuoka|HK$ 125.0|Japan||5|Sake|6121|300ml
||M0001048|Fujitakasago Umeshu||NV|Shizuoka|HK$ 115.0|Japan||5|Sake|6122|300ml
||M0001049|Azakura junmai ginjo||NV|Akita|HK$ 272.0|Japan||6|Sake|6123|720ml
||M0001050|Tanizakura Ryuryushinku junmai ginjo||NV|Yamanashi|HK$ 272.0|Japan||5|Sake|6124|720ml
||M0001051|今代司褔酒金箔純米酒||NV|Niigata|HK$ 340.0|Japan||3|Sake|6125|720ml
||M0001052|久美之浦純米吟釀杜氏之自言自語||NV|Kyoto|HK$ 240.0|Japan||4|Sake|6126|720ml
||M0001053|久美之浦梅酒梅和香||NV|Kyoto|HK$ 170.0|Japan||6|Sake|6127|500ml
||M0001056|千代菊黃金吟釀||NV|Gifu|HK$ 680.0|Japan||2|Sake|6130|1800ml
||M0001057|千代菊黃金吟釀 720ml||NV|Gifu|HK$ 340.0|Japan||3|Sake|6131|720ml
||M0001058|久美之浦純米吟釀杜氏之自言自語 1800ml||NV|Kyoto|HK$ 480.0|Japan||2|Sake|6132|1800ml
||M0001059|Yoichi 15 Years||NV|Japan|HK$ 1,620.0|Japan||5|Whiskey|6133|700ml
||M0001060|Glenlivet French Oak 15 Years||NV|Scotland|HK$ 730.0|Scotland||6|Whiskey|6134|700ml
||M00001062|Winery Romerhof Riesling Qba 2011|Qba|2011|Mosel|HK$ 6,650.0|Germany||12|White wine|6135|750ml
||M00001063|Winery Romerhof Riesling Kabinett 2011|Kabinett|2011|Mosel|HK$ 5,999.0|Germany||12|White wine|6136|750ml
||M00001064|Winery Romerhof Beerenauslese 2011|Beerenauslese|2011|Mosel|HK$ 5,800.0|Germany||12|White wine|6137|750ml
||M00001065|Winery Bretz, Kerner Kabinett Mild 2012|Kabinett|2012|Rheinhessen|HK$ 160.0|Germany||6|White wine|6138|750ml
||M00001066|Stolichnaya Elit U Premium Vodka||NV|Russian|HK$ 596.0|Russian||3|Spirits|6139|750ml
||M00001067|Karuizawa Spirit of Asama 48%||NV|Karuizawa||Japan||6|Whiskey|6140|700ml
||M00001068|Karuizawa Spirit of Asama 55%||NV|Karuizawa||Japan||6|Whiskey|6141|700ml
||M00001069|Glenrothes 1991 Malt 43%||1991|Spey|HK$ 1,280.0|Scotland||1|Whiskey|6142|700ml
||M00001071|Glenrothes Select Reserve 43%||NV|Spey|HK$ 460.0|Scotland||3|Whiskey|6144|700ml
||M0001061|Absolut Vodka||NV|Sweden|HK$ 210.0|Sweden||13|Whiskey|6145|750ml
||M0001062|Winery Romerhof Riesling Qba|Qba|2011|Mosel|HK$ 150.0|Germany||12|White wine|6146|750ml
||M0001063|Winery Romerhof Riesling Kabinett|Kabinett|2011|Mosel|HK$ 160.0|Germany||11|White wine|6147|750ml
||M0001064|Winery Romerhof Beerenauslese|Beerenauslese|2011|Mosel|HK$ 288.0|Germany||3|White wine|6148|750ml
||M0001067|Karuizawa Spirit of Asama 48%||NV|Karuizawa|HK$ 2,400.0|Japan||3|Whiskey|6151|700ml
||M0001068|Karuizawa Spirit of Asama 55%||NV|Karuizawa|HK$ 2,500.0|Japan||3|Whiskey|6152|700ml
||M0001069|Glenrothes 1991 Malt 43%||1991|Spey|HK$ 1,280.0|Scotland||1|Whiskey|6153|700ml
||M0001070|Glenrothes 1995 Malt 43%||1995|Spey|HK$ 890.0|Scotland||2|Whiskey|6154|700ml
||M0001071|Glenrothes Select Reserve 43%||NV|Spey|HK$ 460.0|Scotland||2|Whiskey|6155|700ml
||M0001075|Jean- Baptiste BEJOT Chablis||2010|Burgundy|HK$ 220.0|France|Very bright straw green tint of the wine betray its strong aroma with a hint typical for Chardonnay. Taste relatively full, continuous, very refreshing and definitely dry. Strong finish with a touch of fruitiness.|36|White wine|6156|750ml
||M0001076|Nicolas Feuillatte Champagne Brut||NV|Champagne|HK$ 450.0|France||12|Champagne|6157|750ml
||M0001077|Chateau Megyer Tokaji ASZU 3 Puttonyos||2007|Tokaj|HK$ 280.0|Hungary||6|White wine|6158|500ml
||M0001079|Laphroaig 10 Yrs 1000ml||NV|Scotland|HK$ 660.0|Scotland||1|Whiskey|6159|1000ml
||M0001046|Musigny VV Comte De Vogue 05||2005|Cotes de Nuit|HK$ 13,800.0|France||0|Red wine|6160|750ml
||M0000867|Cantemerle 2008|GCC 5eme Cru|2008|Haut- Medoc|HK$ 360.0|France||13|Red|6161|750ml
||M0001024|Gevrey Chambertin Cuvee Ostrea Trapet|Premier Cru|2010|Cote de Nuits|HK$ 950.0|France||6|Red|6162|750ml
||M0001025|Morey St Denis La Bussiere Georges Roumier|Premier Cru|2005|Cote de Nuits|HK$ 1,800.0|France||2|Red|6163|750ml
||M0001026|Chambolle Musingy Combottes G.Roumier|Premier Cru|2010|Cote de Nuits|HK$ 3,280.0|France||2|Red|6164|750ml
||M0001078|Les Hauts de Pontet Canet-Pauillac 2000 (OWC 12)|2nd wines of Pontet Canet|2000|Pauillac|HK$ 490.0|France||12|Red wine|6165|750ml
||M0001080|Penfolds Bin 389||2009|South Australia|HK$ 470.0|Australia||26|Red wine|6166|750ml
||M0001081|Potensac||2010|Medoc|HK$ 280.0|France||13|Red wine|6167|750ml
||M0001082|Giscours|GCC 3eme Cru|2005|Margaux|HK$ 680.0|France||13|Red wine|6168|750ml
||M0001083|Chateau Batailley|GCC 5eme Cru|2005|Pauillac|HK$ 550.0|France||18|Red wine|6169|750ml
||M0001091|Cantemerle 2005|GCC 5eme Cru|2005|Haut- Medoc|HK$ 390.0|France||13|Red wine|6170|750ml
||M0001092|d'Armailhac 2008|GCC 5eme Cru|2008|Pauillac|HK$ 520.0|France||12|Red wine|6171|750ml
||M0001093|Grand Puy Lacoste 2008|GCC 5eme Cru|2008|Pauillac|HK$ 495.0|France||13|Red wine|6172|750ml
||M0001094|Branaire Ducru 2008|GCC 5eme Cru|2008|St- Julien|HK$ 495.0|France||12|Red wine|6173|750ml
||M0001095|Gruaud Larose 2008|GCC 2eme Cru|2008|St- Julien|HK$ 580.0|France||12|Red wine|6174|750ml
||M0001096|Ferriere 2001|GCC 3eme Cru|2001|Margaux|HK$ 580.0|France||12|Red wine|6175|750ml
||M0001086|Yoichi 20 Years|||Japan|HK$ 2,580.0|Japan||0|Whiskey|6176|750ml
||M0001044|Calon Segur|GCC 3eme Cru|2001|St. Estephe|HK$ 298.0|France||12||6177|750ml
||M0001045|Calon Segur|GCC 3eme Cru|2002|St. Estephe|HK$ 298.0|France||12||6178|750ml
Watermark 20143Ranman Junmai JPEG.jpg||M0000006|Ranman Junmai|||Akita|HK$ 190.0|Japan||0|Sake|6180|720ml
Watermark2014 8Clerc Milon 2001 JPEG.jpg|RP 88, WS 94 |M0000058|Clerc Milon|5eme Cru|2001|Pauillac|HK$ 650.0|France|It exhibits aromas reminiscent of a Starbuck espresso, melted licorice, black currants, cherries, cedar, dried herbs, and elevated oak. With attractive texture and firm tannin in the finish.|0|Red wine|6181|750ml
Watermark2014Latour 2008jpg.jpg||M0000097|Latour|1er Cru|1987|Pauillac|HK$ 3,990.0|France||0|Red wine|6182|750ml
Watermark2014Mouton Rothschild 1975jpg.jpg|RP 91 |M0000100|Mouton Rothschild|1er Cru|1975|Pauillac|HK$ 3,800.0|France||1|Red wine|6183|750ml
Watermark2014Mouton Rothschild 1991jpg.jpg|RP 89 |M0000102|Mouton Rothschild|1er Cru|1991|Pauillac|HK$ 3,330.0|France||7|Red wine|6184|750ml
Watermark2014Mouton Rothschild 1994jpg.jpg|RP 92 |M0000104|Mouton Rothschild|1er Cru|1994|Pauillac|HK$ 3,330.0|France||4|Red wine|6185|750ml
Watermark2014 9Carruades De Lafite 1990.jpg|RP 90, WS 93 |M0000236|Carruades De Lafite|2nd wines of Lafite|1990|Pauillac|HK$ 2,699.0|France|A brilliant second wine, the 2000 Carruades de Lafite (51.4% Cabernet Sauvignon, 42.3% Merlot, 4.9% Cabernet Franc, and 1.4% Petit Verdot), aged in 10-15% new French oak, shows wonderfully sweet lead pencil shavings intermixed with an elegant black cherry and cassis nose. A wine of tremendous purity, medium body, and the tell-tale Lafite elegance, this is a gorgeous wine to drink now and over the next 12-15 years. 2003-2018|1|Red wine|6186|1500ml
Watermark2014 9Chateau Duhart Milon 2000.jpg|RP 90 |M0000354|Duhart Milon|4eme Cru|2000|Pauillac|HK$ 1,280.0|France||0|Red wine|6187|750ml
Watermark2014 9Chateau Latour 1970.jpg|RP 85 |M0000385|Latour|1er Cru|1970|Pauillac|HK$ 6,100.0|France|The aromas suggest this wine has peaked with dusty notes of old leather, dried figs and grandma’s room. The tannins have gone a little powdery with the medium+ level of acidity taking centre stage in front of the remaining bits of fruit. Medium to long finish.|0|Red wine|6188|750ml
Watermark2014 9Chateau Latour 1975.jpg||M0000386|Latour|1er Cru|1975|Pauillac|HK$ 3,800.0|France|Medium-deep brick colored with notes of leather, tobacco, soy, sandalwood, figs and dried berries. Medium bodied and crisp in the mouth with a medium level of velvety tannins, it is fully mature with a long spicy finish.|0|Red wine|6189|750ml
Watermark2014 9Chateau Latour 1981.jpg||M0000387|Latour|1er Cru|1981|Pauillac|HK$ 3,999.0|France|The color is dark ruby, the bouquet offers plenty of ripe cassis and spicy oak, and the flavor is generous, silky, moderately tannic, and long in the finish.|0|Red wine|6190|750ml
Watermark2014 8Latour 2003 JPEG.jpg||M0000389|Latour|1er Cru|1978|Pauillac|HK$ 4,900.0|France|Medium garnet-colored with moderate amber at the edge, the 1978 Latour offers a spicy, saddle leather, tobacco, dried herb, earthy nose with sweet fruit trying to poke through. Interestingly, new oak also makes an appearance in the flavors. Medium-bodied, elegant, and fragran.|0|Red wine|6191|750ml
Watermark2014 9Chateau Pichon Longueville Comtesse de Lalande 1998.jpg|RP 89 |M0000417|Pichon Longueville Comtesse de Lalande|2eme Cru|1998|Pauillac|HK$ 1,199.0|France|Aromas of tobacco smoke, cedar, cherries, and black currants emerge from the moderately intense, complex bouquet. This wine has evolved nicely, revealing less austerity than it did last year in its medium-weight, delicate personality. Drink it over the next 15-16 years.|0|Red wine|6192|750ml
Watermark2014 3Lafite Rothschild 1996 JEPG.jpg||M0000729|Lafite Rothschild|1er Cru|1961|Pauillac||France||0|Red wine|6193|750ml
Watermark2014 8Latour 2003 JPEG.jpg|RP 74 |M0000731|Latour|1er Cru|1969|Pauillac|HK$ 3,900.0|France||0|Red wine|6194|750ml
Watermark2014 8Latour 2003 JPEG.jpg||M0000742|Latour|1er Cru|1979|Pauillac||France||0|Red wine|6195|750ml
||M0000879|Jack Daniels jennessee "NO.7"|||Tennessee|HK$ 298.0|American||2|Whiskey|6196|700ml
||M0000880|Jack Daniels jennessee "NO.7"|||Tennessee|HK$ 398.0|American||2|Whiskey|6197|700ml
||M0000881|Jack Daniels Jennessee Honey|||Tennessee|HK$ 360.0|American||0|Whiskey|6198|700ml
||M0000882|Jack Daniels GENTLEMEN JACK|||Tennessee|HK$ 410.0|American||1|Whiskey|6199|
||M0000883|Jack Daniels SINGLE BARREL|||Tennessee|HK$ 628.0|American||1|Whiskey|6200|700ml
||M0000963|Tequila Rose Strawberry|||Missouri|HK$ 280.0|American||4|Tequila|6201|750ml
